"item","state","urbanRural","centre","date","volatilityRank","position","column","position1","position2"
"Cement Dangote","Jigawa","Urban","Birnin Kudu",2011-06-01,2,1,0,1,0
"Cement Dangote","Jigawa","Urban","Birnin Kudu",2011-12-01,5,4,0,4,0
"Cement Dangote","Jigawa","Urban","Birnin Kudu",2012-06-01,4,4,0,4,0
"Cement Dangote","Jigawa","Urban","Birnin Kudu",2012-12-01,1,4,0,4,0
"Cement Dangote","Jigawa","Rural","Busuru",2010-06-01,1,5,0,5,0
"Cement Dangote","Jigawa","Rural","Busuru",2010-12-01,2,4,0,4,0
"Cement Dangote","Jigawa","Rural","Busuru",2011-06-01,1,4,0,4,0
"Cement Dangote","Jigawa","Rural","Busuru",2011-12-01,5,5,0,5,0
"Cement Dangote","Jigawa","Rural","Busuru",2012-06-01,4,5,0,5,0
"Cement Dangote","Jigawa","Rural","Busuru",2012-12-01,1,5,0,5,0
"Cement Dangote","Jigawa","Rural","Dangyatm",2010-06-01,1,6,0,6,0
"Cement Dangote","Jigawa","Rural","Dangyatm",2010-12-01,2,5,0,5,0
"Cement Dangote","Jigawa","Rural","Dangyatm",2011-06-01,1,5,0,5,0
"Cement Dangote","Jigawa","Rural","Dangyatm",2011-12-01,5,6,0,6,0
"Cement Dangote","Jigawa","Rural","Dangyatm",2012-06-01,4,6,0,6,0
"Cement Dangote","Jigawa","Rural","Dangyatm",2012-12-01,1,6,0,6,0
"Cement Dangote","Jigawa","Rural","Dankama",2010-06-01,1,7,0,7,0
"Cement Dangote","Jigawa","Rural","Dankama",2010-12-01,2,6,0,6,0
"Cement Dangote","Jigawa","Rural","Dankama",2011-06-01,1,6,0,6,0
"Cement Dangote","Jigawa","Rural","Dankama",2011-12-01,5,7,0,7,0
"Cement Dangote","Jigawa","Rural","Dankama",2012-06-01,4,7,0,7,0
"Cement Dangote","Jigawa","Rural","Dankama",2012-12-01,1,7,0,7,0
"Cement Dangote","Jigawa","Rural","Dina Cikin Gari",2010-06-01,1,8,0,8,0
"Cement Dangote","Jigawa","Rural","Dina Cikin Gari",2010-12-01,2,7,0,7,0
"Cement Dangote","Jigawa","Rural","Dina Cikin Gari",2011-06-01,1,7,0,7,0
"Cement Dangote","Jigawa","Rural","Dina Cikin Gari",2011-12-01,5,8,0,8,0
"Cement Dangote","Jigawa","Rural","Dina Cikin Gari",2012-06-01,4,8,0,8,0
"Cement Dangote","Jigawa","Rural","Dina Cikin Gari",2012-12-01,1,8,0,8,0
"Cement Dangote","Jigawa","Urban","Dutse",2009-12-01,5,1,0,1,0
"Cement Dangote","Jigawa","Urban","Dutse",2010-06-01,5,1,0,1,0
"Cement Dangote","Jigawa","Urban","Dutse",2010-12-01,3,2,0,2,0
"Cement Dangote","Jigawa","Urban","Dutse",2011-06-01,2,2,0,2,0
"Cement Dangote","Jigawa","Urban","Dutse",2011-12-01,5,9,0,9,0
"Cement Dangote","Jigawa","Urban","Dutse",2012-06-01,4,9,0,9,0
"Cement Dangote","Jigawa","Urban","Dutse",2012-12-01,1,9,0,9,0
"Cement Dangote","Jigawa","Rural","Farin Dutse",2010-06-01,1,9,0,9,0
"Cement Dangote","Jigawa","Rural","Farin Dutse",2010-12-01,2,8,0,8,0
"Cement Dangote","Jigawa","Rural","Farin Dutse",2011-06-01,1,8,0,8,0
"Cement Dangote","Jigawa","Rural","Farin Dutse",2011-12-01,5,10,0,10,0
"Cement Dangote","Jigawa","Rural","Farin Dutse",2012-06-01,4,10,0,10,0
"Cement Dangote","Jigawa","Rural","Farin Dutse",2012-12-01,1,10,0,10,0
"Cement Dangote","Jigawa","Rural","Gidan Adana",2010-06-01,1,10,0,10,0
"Cement Dangote","Jigawa","Rural","Gidan Adana",2010-12-01,2,9,0,9,0
"Cement Dangote","Jigawa","Rural","Gidan Adana",2011-06-01,1,9,0,9,0
"Cement Dangote","Jigawa","Rural","Gidan Adana",2011-12-01,5,11,0,11,0
"Cement Dangote","Jigawa","Rural","Gidan Adana",2012-06-01,4,11,0,11,0
"Cement Dangote","Jigawa","Rural","Gidan Adana",2012-12-01,1,11,0,11,0
"Cement Dangote","Jigawa","Rural","Guri",2010-06-01,1,11,0,11,0
"Cement Dangote","Jigawa","Rural","Guri",2010-12-01,2,10,0,10,0
"Cement Dangote","Jigawa","Rural","Guri",2011-06-01,1,10,0,10,0
"Cement Dangote","Jigawa","Rural","Guri",2011-12-01,5,12,0,12,0
"Cement Dangote","Jigawa","Rural","Guri",2012-06-01,4,12,0,12,0
"Cement Dangote","Jigawa","Rural","Guri",2012-12-01,1,12,0,12,0
"Cement Dangote","Jigawa","Urban","Hadejia",2009-12-01,1,1,0,1,0
"Cement Dangote","Jigawa","Urban","Hadejia",2010-06-01,1,12,0,12,0
"Cement Dangote","Jigawa","Urban","Hadejia",2010-12-01,3,3,1,0,1
"Cement Dangote","Jigawa","Urban","Hadejia",2011-06-01,2,3,1,0,1
"Cement Dangote","Jigawa","Urban","Hadejia",2011-12-01,5,13,0,13,0
"Cement Dangote","Jigawa","Urban","Hadejia",2012-06-01,4,13,0,13,0
"Cement Dangote","Jigawa","Urban","Hadejia",2012-12-01,1,13,0,13,0
"Cement Dangote","Jigawa","Rural","Jabo",2010-06-01,1,13,1,0,1
"Cement Dangote","Jigawa","Rural","Jabo",2010-12-01,2,11,0,11,0
"Cement Dangote","Jigawa","Rural","Jabo",2011-06-01,1,11,0,11,0
"Cement Dangote","Jigawa","Rural","Jabo",2011-12-01,5,14,0,14,0
"Cement Dangote","Jigawa","Rural","Jabo",2012-06-01,4,14,0,14,0
"Cement Dangote","Jigawa","Rural","Jabo",2012-12-01,1,14,0,14,0
"Cement Dangote","Jigawa","Rural","Kangarwa",2010-06-01,1,14,1,0,2
"Cement Dangote","Jigawa","Rural","Kangarwa",2010-12-01,2,12,0,12,0
"Cement Dangote","Jigawa","Rural","Kangarwa",2011-06-01,1,12,0,12,0
"Cement Dangote","Jigawa","Rural","Kangarwa",2011-12-01,5,15,1,0,1
"Cement Dangote","Jigawa","Rural","Kangarwa",2012-06-01,4,15,1,0,1
"Cement Dangote","Jigawa","Rural","Kangarwa",2012-12-01,1,15,1,0,1
"Cement Dangote","Jigawa","Rural","Kazaure",2010-06-01,1,15,1,0,3
"Cement Dangote","Jigawa","Rural","Kazaure",2010-12-01,2,13,1,0,1
"Cement Dangote","Jigawa","Rural","Kazaure",2011-06-01,1,13,1,0,1
"Cement Dangote","Jigawa","Rural","Kazaure",2011-12-01,5,16,1,0,2
"Cement Dangote","Jigawa","Rural","Kazaure",2012-06-01,4,16,1,0,2
"Cement Dangote","Jigawa","Rural","Kazaure",2012-12-01,1,16,1,0,2
"Cement Dangote","Jigawa","Urban","Kazaure",2010-06-01,2,1,0,1,0
"Cement Dangote","Jigawa","Urban","Kazaure",2010-12-01,3,4,1,0,2
"Cement Dangote","Jigawa","Urban","Kazaure",2011-06-01,2,4,1,0,2
"Cement Dangote","Jigawa","Urban","Kazaure",2011-12-01,5,17,1,0,3
"Cement Dangote","Jigawa","Urban","Kazaure",2012-06-01,4,17,1,0,3
"Cement Dangote","Jigawa","Urban","Kazaure",2012-12-01,1,17,1,0,3
"Cement Dangote","Jigawa","Rural","Kila Gwaram",2010-06-01,1,16,1,0,4
"Cement Dangote","Jigawa","Rural","Kila Gwaram",2010-12-01,2,14,1,0,2
"Cement Dangote","Jigawa","Rural","Kila Gwaram",2011-06-01,1,14,1,0,2
"Cement Dangote","Jigawa","Rural","Kila Gwaram",2011-12-01,5,18,1,0,4
"Cement Dangote","Jigawa","Rural","Kila Gwaram",2012-06-01,4,18,1,0,4
"Cement Dangote","Jigawa","Rural","Kila Gwaram",2012-12-01,1,18,1,0,4
"Cement Dangote","Jigawa","Rural","Kudai",2010-06-01,1,17,1,0,5
"Cement Dangote","Jigawa","Rural","Kudai",2010-12-01,2,15,1,0,3
"Cement Dangote","Jigawa","Rural","Kudai",2011-06-01,1,15,1,0,3
"Cement Dangote","Jigawa","Rural","Kudai",2011-12-01,5,19,1,0,5
"Cement Dangote","Jigawa","Rural","Kudai",2012-06-01,4,19,1,0,5
"Cement Dangote","Jigawa","Rural","Kudai",2012-12-01,1,19,1,0,5
"Cement Dangote","Jigawa","Rural","M.Sule Iiaki",2010-06-01,1,18,1,0,6
"Cement Dangote","Jigawa","Rural","M.Sule Iiaki",2010-12-01,2,16,1,0,4
"Cement Dangote","Jigawa","Rural","M.Sule Iiaki",2011-06-01,1,16,1,0,4
"Cement Dangote","Jigawa","Rural","M.Sule Iiaki",2011-12-01,5,20,1,0,6
"Cement Dangote","Jigawa","Rural","M.Sule Iiaki",2012-06-01,4,20,1,0,6
"Cement Dangote","Jigawa","Rural","M.Sule Iiaki",2012-12-01,1,20,1,0,6
"Cement Dangote","Jigawa","Rural","Makeri Alh Bako",2010-06-01,1,19,1,0,7
"Cement Dangote","Jigawa","Rural","Makeri Alh Bako",2010-12-01,2,17,1,0,5
"Cement Dangote","Jigawa","Rural","Makeri Alh Bako",2011-06-01,1,17,1,0,5
"Cement Dangote","Jigawa","Rural","Makeri Alh Bako",2011-12-01,5,21,1,0,7
"Cement Dangote","Jigawa","Rural","Makeri Alh Bako",2012-06-01,4,21,1,0,7
"Cement Dangote","Jigawa","Rural","Makeri Alh Bako",2012-12-01,1,21,1,0,7
"Cement Dangote","Jigawa","Rural","Shawara Adamu",2010-06-01,1,20,1,0,8
"Cement Dangote","Jigawa","Rural","Shawara Adamu",2010-12-01,2,18,1,0,6
"Cement Dangote","Jigawa","Rural","Shawara Adamu",2011-06-01,1,18,1,0,6
"Cement Dangote","Jigawa","Rural","Shawara Adamu",2011-12-01,5,22,1,0,8
"Cement Dangote","Jigawa","Rural","Shawara Adamu",2012-06-01,4,22,1,0,8
"Cement Dangote","Jigawa","Rural","Shawara Adamu",2012-12-01,1,22,1,0,8
"Cement Dangote","Jigawa","Rural","Tabaris",2010-06-01,1,21,1,0,9
"Cement Dangote","Jigawa","Rural","Tabaris",2010-12-01,2,19,1,0,7
"Cement Dangote","Jigawa","Rural","Tabaris",2011-06-01,1,19,1,0,7
"Cement Dangote","Jigawa","Rural","Tabaris",2011-12-01,5,23,1,0,9
"Cement Dangote","Jigawa","Rural","Tabaris",2012-06-01,4,23,1,0,9
"Cement Dangote","Jigawa","Rural","Tabaris",2012-12-01,1,23,1,0,9
"Cement Dangote","Jigawa","Rural","Tarewa Fulani",2010-06-01,1,22,1,0,10
"Cement Dangote","Jigawa","Rural","Tarewa Fulani",2010-12-01,2,20,1,0,8
"Cement Dangote","Jigawa","Rural","Tarewa Fulani",2011-06-01,1,20,1,0,8
"Cement Dangote","Jigawa","Rural","Tarewa Fulani",2011-12-01,5,24,1,0,10
"Cement Dangote","Jigawa","Rural","Tarewa Fulani",2012-06-01,4,24,1,0,10
"Cement Dangote","Jigawa","Rural","Tarewa Fulani",2012-12-01,1,24,1,0,10
"Cement Dangote","Jigawa","Rural","Tukuda",2010-06-01,1,23,1,0,11
"Cement Dangote","Jigawa","Rural","Tukuda",2010-12-01,2,21,1,0,9
"Cement Dangote","Jigawa","Rural","Tukuda",2011-06-01,1,21,1,0,9
"Cement Dangote","Jigawa","Rural","Tukuda",2011-12-01,5,25,1,0,11
"Cement Dangote","Jigawa","Rural","Tukuda",2012-06-01,4,25,1,0,11
"Cement Dangote","Jigawa","Rural","Tukuda",2012-12-01,1,25,1,0,11
"Cement Dangote","Jigawa","Rural","Ung.Tsangaya",2010-06-01,2,2,0,2,0
"Cement Dangote","Jigawa","Rural","Ung.Tsangaya",2010-12-01,2,22,1,0,10
"Cement Dangote","Jigawa","Rural","Ung.Tsangaya",2011-06-01,1,22,1,0,10
"Cement Dangote","Jigawa","Rural","Ung.Tsangaya",2011-12-01,5,26,1,0,12
"Cement Dangote","Jigawa","Rural","Ung.Tsangaya",2012-06-01,4,26,1,0,12
"Cement Dangote","Jigawa","Rural","Ung.Tsangaya",2012-12-01,1,26,1,0,12
"Cement Dangote","Jigawa","Rural","Unguwar Kaina",2010-06-01,2,3,1,0,1
"Cement Dangote","Jigawa","Rural","Unguwar Kaina",2010-12-01,2,23,1,0,11
"Cement Dangote","Jigawa","Rural","Unguwar Kaina",2011-06-01,1,23,1,0,11
"Cement Dangote","Jigawa","Rural","Unguwar Kaina",2011-12-01,5,27,1,0,13
"Cement Dangote","Jigawa","Rural","Unguwar Kaina",2012-06-01,4,27,1,0,13
"Cement Dangote","Jigawa","Rural","Unguwar Kaina",2012-12-01,1,27,1,0,13
"Cement Dangote","Lagos","Rural","Adeniyi mushin lga",2010-06-01,4,1,0,1,0
"Cement Dangote","Lagos","Rural","Adeniyi mushin lga",2010-12-01,3,1,0,1,0
"Cement Dangote","Lagos","Rural","Adeniyi mushin lga",2011-06-01,2,1,0,1,0
"Cement Dangote","Lagos","Rural","Adeniyi mushin lga",2011-12-01,5,1,0,1,0
"Cement Dangote","Lagos","Rural","Adeniyi mushin lga",2012-06-01,4,1,0,1,0
"Cement Dangote","Lagos","Rural","Adeniyi mushin lga",2012-12-01,4,1,0,1,0
"Cement Dangote","Lagos","Rural","Agbalata-Badagary",2010-06-01,4,2,0,2,0
"Cement Dangote","Lagos","Rural","Agbalata-Badagary",2010-12-01,3,2,0,2,0
"Cement Dangote","Lagos","Rural","Agbalata-Badagary",2011-06-01,2,2,0,2,0
"Cement Dangote","Lagos","Rural","Agbalata-Badagary",2011-12-01,5,2,0,2,0
"Cement Dangote","Lagos","Rural","Agbalata-Badagary",2012-06-01,4,2,0,2,0
"Cement Dangote","Lagos","Rural","Agbalata-Badagary",2012-12-01,4,2,0,2,0
"Cement Dangote","Lagos","Urban","Agege",2010-06-01,2,1,0,1,0
"Cement Dangote","Lagos","Urban","Agege",2010-12-01,1,1,0,1,0
"Cement Dangote","Lagos","Urban","Agege",2011-06-01,2,3,0,3,0
"Cement Dangote","Lagos","Urban","Agege",2011-12-01,5,3,0,3,0
"Cement Dangote","Lagos","Urban","Agege",2012-06-01,4,3,0,3,0
"Cement Dangote","Lagos","Urban","Agege",2012-12-01,3,1,0,1,0
"Cement Dangote","Lagos","Rural","Akinola mkt Apapa LGA",2010-06-01,4,3,0,3,0
"Cement Dangote","Lagos","Rural","Akinola mkt Apapa LGA",2010-12-01,3,3,0,3,0
"Cement Dangote","Lagos","Rural","Akinola mkt Apapa LGA",2011-06-01,2,4,0,4,0
"Cement Dangote","Lagos","Rural","Akinola mkt Apapa LGA",2011-12-01,5,4,0,4,0
"Cement Dangote","Lagos","Rural","Akinola mkt Apapa LGA",2012-06-01,4,4,0,4,0
"Cement Dangote","Lagos","Rural","Akinola mkt Apapa LGA",2012-12-01,4,3,0,3,0
"Cement Dangote","Lagos","Rural","Alapere plank mkt Kosofe lga",2010-06-01,4,4,0,4,0
"Cement Dangote","Lagos","Rural","Alapere plank mkt Kosofe lga",2010-12-01,3,4,0,4,0
"Cement Dangote","Lagos","Rural","Alapere plank mkt Kosofe lga",2011-06-01,2,5,0,5,0
"Cement Dangote","Lagos","Rural","Alapere plank mkt Kosofe lga",2011-12-01,5,5,0,5,0
"Cement Dangote","Lagos","Rural","Alapere plank mkt Kosofe lga",2012-06-01,4,5,0,5,0
"Cement Dangote","Lagos","Rural","Alapere plank mkt Kosofe lga",2012-12-01,4,4,0,4,0
"Cement Dangote","Lagos","Urban","Anikantamo",2010-06-01,3,1,0,1,0
"Cement Dangote","Lagos","Urban","Anikantamo",2010-12-01,2,1,0,1,0
"Cement Dangote","Lagos","Urban","Anikantamo",2011-06-01,2,6,0,6,0
"Cement Dangote","Lagos","Urban","Anikantamo",2011-12-01,5,6,0,6,0
"Cement Dangote","Lagos","Urban","Anikantamo",2012-06-01,4,6,0,6,0
"Cement Dangote","Lagos","Urban","Anikantamo",2012-12-01,3,2,0,2,0
"Cement Dangote","Lagos","Urban","Apapa",2010-06-01,3,2,0,2,0
"Cement Dangote","Lagos","Urban","Apapa",2010-12-01,2,2,0,2,0
"Cement Dangote","Lagos","Urban","Apapa",2011-06-01,2,7,0,7,0
"Cement Dangote","Lagos","Urban","Apapa",2011-12-01,5,7,0,7,0
"Cement Dangote","Lagos","Urban","Apapa",2012-06-01,4,7,0,7,0
"Cement Dangote","Lagos","Urban","Apapa",2012-12-01,3,3,0,3,0
"Cement Dangote","Lagos","Urban","Ayetoro - Epe",2010-06-01,3,3,0,3,0
"Cement Dangote","Lagos","Urban","Ayetoro - Epe",2010-12-01,2,3,0,3,0
"Cement Dangote","Lagos","Urban","Ayetoro - Epe",2011-06-01,2,8,0,8,0
"Cement Dangote","Lagos","Urban","Ayetoro - Epe",2011-12-01,5,8,0,8,0
"Cement Dangote","Lagos","Urban","Ayetoro - Epe",2012-06-01,4,8,0,8,0
"Cement Dangote","Lagos","Urban","Ayetoro - Epe",2012-12-01,3,4,0,4,0
"Cement Dangote","Lagos","Rural","Binupo Badagry lga",2010-06-01,4,5,0,5,0
"Cement Dangote","Lagos","Rural","Binupo Badagry lga",2010-12-01,3,5,0,5,0
"Cement Dangote","Lagos","Rural","Binupo Badagry lga",2011-06-01,2,9,0,9,0
"Cement Dangote","Lagos","Rural","Binupo Badagry lga",2011-12-01,5,9,0,9,0
"Cement Dangote","Lagos","Rural","Binupo Badagry lga",2012-06-01,4,9,0,9,0
"Cement Dangote","Lagos","Rural","Binupo Badagry lga",2012-12-01,4,5,0,5,0
"Cement Dangote","Lagos","Rural","Bonbata mkt Lagos Island lga",2010-06-01,4,6,0,6,0
"Cement Dangote","Lagos","Rural","Bonbata mkt Lagos Island lga",2010-12-01,3,6,0,6,0
"Cement Dangote","Lagos","Rural","Bonbata mkt Lagos Island lga",2011-06-01,2,10,0,10,0
"Cement Dangote","Lagos","Rural","Bonbata mkt Lagos Island lga",2011-12-01,5,10,0,10,0
"Cement Dangote","Lagos","Rural","Bonbata mkt Lagos Island lga",2012-06-01,4,10,0,10,0
"Cement Dangote","Lagos","Rural","Bonbata mkt Lagos Island lga",2012-12-01,4,6,0,6,0
"Cement Dangote","Lagos","Rural","Dopemu",2010-06-01,4,7,0,7,0
"Cement Dangote","Lagos","Rural","Dopemu",2010-12-01,3,7,0,7,0
"Cement Dangote","Lagos","Rural","Dopemu",2011-06-01,2,11,0,11,0
"Cement Dangote","Lagos","Rural","Dopemu",2011-12-01,5,11,0,11,0
"Cement Dangote","Lagos","Rural","Dopemu",2012-06-01,4,11,0,11,0
"Cement Dangote","Lagos","Rural","Dopemu",2012-12-01,4,7,0,7,0
"Cement Dangote","Lagos","Urban","Ereko",2010-06-01,3,4,0,4,0
"Cement Dangote","Lagos","Urban","Ereko",2010-12-01,2,4,0,4,0
"Cement Dangote","Lagos","Urban","Ereko",2011-06-01,2,12,0,12,0
"Cement Dangote","Lagos","Urban","Ereko",2011-12-01,5,12,0,12,0
"Cement Dangote","Lagos","Urban","Ereko",2012-06-01,4,12,0,12,0
"Cement Dangote","Lagos","Urban","Ereko",2012-12-01,3,5,0,5,0
"Cement Dangote","Lagos","Rural","Hundeyin-Badagary",2010-06-01,4,8,0,8,0
"Cement Dangote","Lagos","Rural","Hundeyin-Badagary",2010-12-01,3,8,0,8,0
"Cement Dangote","Lagos","Rural","Hundeyin-Badagary",2011-06-01,2,13,0,13,0
"Cement Dangote","Lagos","Rural","Hundeyin-Badagary",2011-12-01,5,13,0,13,0
"Cement Dangote","Lagos","Rural","Hundeyin-Badagary",2012-06-01,4,13,0,13,0
"Cement Dangote","Lagos","Rural","Hundeyin-Badagary",2012-12-01,4,8,0,8,0
"Cement Dangote","Lagos","Rural","Ijede-Ikorodu",2010-06-01,4,9,0,9,0
"Cement Dangote","Lagos","Rural","Ijede-Ikorodu",2010-12-01,3,9,0,9,0
"Cement Dangote","Lagos","Rural","Ijede-Ikorodu",2011-06-01,2,14,0,14,0
"Cement Dangote","Lagos","Rural","Ijede-Ikorodu",2011-12-01,5,14,0,14,0
"Cement Dangote","Lagos","Rural","Ijede-Ikorodu",2012-06-01,4,14,0,14,0
"Cement Dangote","Lagos","Rural","Ijede-Ikorodu",2012-12-01,4,9,0,9,0
"Cement Dangote","Lagos","Urban","Ikeja",2009-12-01,5,1,0,1,0
"Cement Dangote","Lagos","Urban","Ikeja",2010-06-01,2,2,0,2,0
"Cement Dangote","Lagos","Urban","Ikeja",2010-12-01,2,5,0,5,0
"Cement Dangote","Lagos","Urban","Ikeja",2011-06-01,2,15,0,15,0
"Cement Dangote","Lagos","Urban","Ikeja",2011-12-01,5,15,0,15,0
"Cement Dangote","Lagos","Urban","Ikeja",2012-06-01,4,15,0,15,0
"Cement Dangote","Lagos","Urban","Ikeja",2012-12-01,3,6,0,6,0
"Cement Dangote","Lagos","Rural","Ikoga-Badagary",2010-06-01,4,10,0,10,0
"Cement Dangote","Lagos","Rural","Ikoga-Badagary",2010-12-01,3,10,0,10,0
"Cement Dangote","Lagos","Rural","Ikoga-Badagary",2011-06-01,2,16,0,16,0
"Cement Dangote","Lagos","Rural","Ikoga-Badagary",2011-12-01,5,16,0,16,0
"Cement Dangote","Lagos","Rural","Ikoga-Badagary",2012-06-01,4,16,0,16,0
"Cement Dangote","Lagos","Rural","Ikoga-Badagary",2012-12-01,4,10,0,10,0
"Cement Dangote","Lagos","Rural","Ikosi",2010-06-01,4,11,0,11,0
"Cement Dangote","Lagos","Rural","Ikosi",2010-12-01,3,11,0,11,0
"Cement Dangote","Lagos","Rural","Ikosi",2011-06-01,2,17,1,0,1
"Cement Dangote","Lagos","Rural","Ikosi",2011-12-01,5,17,1,0,1
"Cement Dangote","Lagos","Rural","Ikosi",2012-06-01,4,17,1,0,1
"Cement Dangote","Lagos","Rural","Ikosi",2012-12-01,4,11,0,11,0
"Cement Dangote","Lagos","Urban","Iworo- Ikorodu",2010-06-01,3,5,1,0,1
"Cement Dangote","Lagos","Urban","Iworo- Ikorodu",2010-12-01,2,6,1,0,1
"Cement Dangote","Lagos","Urban","Iworo- Ikorodu",2011-06-01,2,18,1,0,2
"Cement Dangote","Lagos","Urban","Iworo- Ikorodu",2011-12-01,5,18,1,0,2
"Cement Dangote","Lagos","Urban","Iworo- Ikorodu",2012-06-01,4,18,1,0,2
"Cement Dangote","Lagos","Urban","Iworo- Ikorodu",2012-12-01,3,7,1,0,1
"Cement Dangote","Lagos","Urban","Jankara/Idumota",2010-06-01,3,6,1,0,2
"Cement Dangote","Lagos","Urban","Jankara/Idumota",2010-12-01,2,7,1,0,2
"Cement Dangote","Lagos","Urban","Jankara/Idumota",2011-06-01,2,19,1,0,3
"Cement Dangote","Lagos","Urban","Jankara/Idumota",2011-12-01,5,19,1,0,3
"Cement Dangote","Lagos","Urban","Jankara/Idumota",2012-06-01,4,19,1,0,3
"Cement Dangote","Lagos","Urban","Jankara/Idumota",2012-12-01,3,8,1,0,2
"Cement Dangote","Lagos","Rural","Katangua mkt Alimosho lga",2010-06-01,4,12,1,0,1
"Cement Dangote","Lagos","Rural","Katangua mkt Alimosho lga",2010-12-01,3,12,1,0,1
"Cement Dangote","Lagos","Rural","Katangua mkt Alimosho lga",2011-06-01,2,20,1,0,4
"Cement Dangote","Lagos","Rural","Katangua mkt Alimosho lga",2011-12-01,5,20,1,0,4
"Cement Dangote","Lagos","Rural","Katangua mkt Alimosho lga",2012-06-01,4,20,1,0,4
"Cement Dangote","Lagos","Rural","Katangua mkt Alimosho lga",2012-12-01,4,12,1,0,1
"Cement Dangote","Lagos","Rural","Kusumu Aguda plank Surulere lga",2010-06-01,4,13,1,0,2
"Cement Dangote","Lagos","Rural","Kusumu Aguda plank Surulere lga",2010-12-01,3,13,1,0,2
"Cement Dangote","Lagos","Rural","Kusumu Aguda plank Surulere lga",2011-06-01,2,21,1,0,5
"Cement Dangote","Lagos","Rural","Kusumu Aguda plank Surulere lga",2011-12-01,5,21,1,0,5
"Cement Dangote","Lagos","Rural","Kusumu Aguda plank Surulere lga",2012-06-01,4,21,1,0,5
"Cement Dangote","Lagos","Rural","Kusumu Aguda plank Surulere lga",2012-12-01,4,13,1,0,2
"Cement Dangote","Lagos","Urban","Lagos Island",2010-06-01,2,3,1,0,1
"Cement Dangote","Lagos","Urban","Lagos Island",2010-12-01,1,2,1,0,1
"Cement Dangote","Lagos","Urban","Lagos Island",2011-06-01,2,22,1,0,6
"Cement Dangote","Lagos","Urban","Lagos Island",2011-12-01,5,22,1,0,6
"Cement Dangote","Lagos","Urban","Lagos Island",2012-06-01,4,22,1,0,6
"Cement Dangote","Lagos","Urban","Lagos Island",2012-12-01,3,9,1,0,3
"Cement Dangote","Lagos","Rural","Mojoda-Epe",2010-06-01,4,14,1,0,3
"Cement Dangote","Lagos","Rural","Mojoda-Epe",2010-12-01,3,14,1,0,3
"Cement Dangote","Lagos","Rural","Mojoda-Epe",2011-06-01,2,23,1,0,7
"Cement Dangote","Lagos","Rural","Mojoda-Epe",2011-12-01,5,23,1,0,7
"Cement Dangote","Lagos","Rural","Mojoda-Epe",2012-06-01,4,23,1,0,7
"Cement Dangote","Lagos","Rural","Mojoda-Epe",2012-12-01,4,14,1,0,3
"Cement Dangote","Lagos","Rural","Oja-Oba-Ketu",2010-06-01,4,15,1,0,4
"Cement Dangote","Lagos","Rural","Oja-Oba-Ketu",2010-12-01,3,15,1,0,4
"Cement Dangote","Lagos","Rural","Oja-Oba-Ketu",2011-06-01,2,24,1,0,8
"Cement Dangote","Lagos","Rural","Oja-Oba-Ketu",2011-12-01,5,24,1,0,8
"Cement Dangote","Lagos","Rural","Oja-Oba-Ketu",2012-06-01,4,24,1,0,8
"Cement Dangote","Lagos","Rural","Oja-Oba-Ketu",2012-12-01,4,15,1,0,4
"Cement Dangote","Lagos","Rural","Olubode-Onifade",2010-06-01,4,16,1,0,5
"Cement Dangote","Lagos","Rural","Olubode-Onifade",2010-12-01,3,16,1,0,5
"Cement Dangote","Lagos","Rural","Olubode-Onifade",2011-06-01,2,25,1,0,9
"Cement Dangote","Lagos","Rural","Olubode-Onifade",2011-12-01,5,25,1,0,9
"Cement Dangote","Lagos","Rural","Olubode-Onifade",2012-06-01,4,25,1,0,9
"Cement Dangote","Lagos","Rural","Olubode-Onifade",2012-12-01,4,16,1,0,5
"Cement Dangote","Lagos","Rural","Onifade mkt Agege lga",2010-06-01,4,17,1,0,6
"Cement Dangote","Lagos","Rural","Onifade mkt Agege lga",2010-12-01,3,17,1,0,6
"Cement Dangote","Lagos","Rural","Onifade mkt Agege lga",2011-06-01,2,26,1,0,10
"Cement Dangote","Lagos","Rural","Onifade mkt Agege lga",2011-12-01,5,26,1,0,10
"Cement Dangote","Lagos","Rural","Onifade mkt Agege lga",2012-06-01,4,26,1,0,10
"Cement Dangote","Lagos","Rural","Onifade mkt Agege lga",2012-12-01,4,17,1,0,6
"Cement Dangote","Lagos","Rural","Oshodi",2010-06-01,4,18,1,0,7
"Cement Dangote","Lagos","Rural","Oshodi",2010-12-01,3,18,1,0,7
"Cement Dangote","Lagos","Rural","Oshodi",2011-06-01,2,27,1,0,11
"Cement Dangote","Lagos","Rural","Oshodi",2011-12-01,5,27,1,0,11
"Cement Dangote","Lagos","Rural","Oshodi",2012-06-01,4,27,1,0,11
"Cement Dangote","Lagos","Rural","Oshodi",2012-12-01,4,18,1,0,7
"Cement Dangote","Lagos","Urban","Oshodi",2010-06-01,3,7,1,0,3
"Cement Dangote","Lagos","Urban","Oshodi",2010-12-01,2,8,1,0,3
"Cement Dangote","Lagos","Urban","Oshodi",2011-06-01,2,28,1,0,12
"Cement Dangote","Lagos","Urban","Oshodi",2011-12-01,5,28,1,0,12
"Cement Dangote","Lagos","Urban","Oshodi",2012-06-01,4,28,1,0,12
"Cement Dangote","Lagos","Urban","Oshodi",2012-12-01,3,10,1,0,4
"Cement Dangote","Lagos","Rural","Oyadiran mkt mainland lga",2010-06-01,4,19,1,0,8
