"item","state","centre","zoneCode","date","volMoving","xPosition"
"Maize White","Kaduna","Doka",4,2009-12-01,16.08,4
"Maize White","Kaduna","Doka",4,2010-06-01,13.11,12
"Maize White","Kaduna","Doka",4,2010-12-01,11.47,20
"Maize Yellow","Kaduna","Doka",4,2009-12-01,6.18,4
"Maize Yellow","Kaduna","Doka",4,2010-06-01,11.28,12
"Maize Yellow","Kaduna","Doka",4,2010-12-01,11.62,20
"Rice Imported","Kaduna","Doka",4,2010-06-01,3.99,12
"Rice Imported","Kaduna","Doka",4,2010-12-01,8.43,20
"Rice Local","Kaduna","Doka",4,2010-06-01,8.79,12
"Rice Local","Kaduna","Doka",4,2010-12-01,17.03,20
"Sorghum","Kaduna","Doka",4,2009-12-01,14.63,4
"Sorghum","Kaduna","Doka",4,2010-06-01,9.77,12
"Sorghum","Kaduna","Doka",4,2010-12-01,16.08,20
"Maize White","Niger","Doko",5,2009-12-01,12.28,5
"Maize White","Niger","Doko",5,2010-06-01,7.92,13
"Maize White","Niger","Doko",5,2010-12-01,9.54,21
"Maize Yellow","Niger","Doko",5,2009-12-01,4.59,5
"Maize Yellow","Niger","Doko",5,2010-06-01,8.8,13
"Rice Imported","Niger","Doko",5,2009-12-01,9.23,5
"Rice Local","Niger","Doko",5,2009-12-01,6.87,5
"Rice Local","Niger","Doko",5,2010-06-01,8.76,13
"Rice Local","Niger","Doko",5,2010-12-01,6.96,21
"Sorghum","Niger","Doko",5,2009-12-01,10.21,5
"Sorghum","Niger","Doko",5,2010-06-01,10.42,13
"Maize White","Zamfara","Dunburun-Zurmi",4,2010-06-01,25.12,12
"Maize White","Zamfara","Dunburun-Zurmi",4,2010-12-01,18.95,20
"Maize Yellow","Zamfara","Dunburun-Zurmi",4,2010-06-01,7.91,12
"Maize Yellow","Zamfara","Dunburun-Zurmi",4,2010-12-01,11.55,20
"Sorghum","Zamfara","Dunburun-Zurmi",4,2010-06-01,7,12
"Sorghum","Zamfara","Dunburun-Zurmi",4,2010-12-01,12.07,20
"Cement Dangote","Bauchi","Durum",6,2010-06-01,3.72,14
"Cement Dangote","Bauchi","Durum",6,2010-12-01,32.47,22
"Maize White","Bauchi","Durum",6,2010-06-01,22.19,14
"Maize White","Bauchi","Durum",6,2010-12-01,19.44,22
"Maize Yellow","Bauchi","Durum",6,2010-06-01,8.78,14
"Maize Yellow","Bauchi","Durum",6,2010-12-01,21.68,22
"Sorghum","Bauchi","Durum",6,2010-06-01,3.77,14
"Sorghum","Bauchi","Durum",6,2010-12-01,29.12,22
"Cement Dangote","Jigawa","Dutse",4,2009-12-01,109.86,4
"Cement Dangote","Jigawa","Dutse",4,2010-06-01,58.76,12
"Cement Dangote","Jigawa","Dutse",4,2010-12-01,6.67,20
"Maize White","Jigawa","Dutse",4,2009-12-01,19.75,4
"Maize White","Jigawa","Dutse",4,2010-06-01,15.73,12
"Maize White","Jigawa","Dutse",4,2010-12-01,6.2,20
"Maize Yellow","Jigawa","Dutse",4,2009-12-01,30.06,4
"Maize Yellow","Jigawa","Dutse",4,2010-06-01,21.77,12
"Maize Yellow","Jigawa","Dutse",4,2010-12-01,7.2,20
"Rice Imported","Jigawa","Dutse",4,2010-06-01,6.88,12
"Rice Imported","Jigawa","Dutse",4,2010-12-01,7.89,20
"Rice Local","Jigawa","Dutse",4,2009-12-01,33.03,4
"Rice Local","Jigawa","Dutse",4,2010-06-01,6.46,12
"Rice Local","Jigawa","Dutse",4,2010-12-01,5.46,20
"Sorghum","Jigawa","Dutse",4,2009-12-01,21.16,4
"Sorghum","Jigawa","Dutse",4,2010-06-01,23.33,12
"Sorghum","Jigawa","Dutse",4,2010-12-01,16.19,20
"Cement Dangote","Anambra","Ebede Ogbu",3,2009-12-01,11.18,3
"Cement Dangote","Anambra","Ebede Ogbu",3,2010-06-01,9.76,11
"Cement Dangote","Anambra","Ebede Ogbu",3,2010-12-01,7.82,19
"Drink Swan Water Bottle","Anambra","Ebede Ogbu",3,2010-06-01,8.53,11
"Drink Swan Water Bottle","Anambra","Ebede Ogbu",3,2010-12-01,8.13,19
"Maize White","Anambra","Ebede Ogbu",3,2010-06-01,11.34,11
"Maize White","Anambra","Ebede Ogbu",3,2010-12-01,31.64,19
"Maize Yellow","Anambra","Ebede Ogbu",3,2010-06-01,6.49,11
"Maize Yellow","Anambra","Ebede Ogbu",3,2010-12-01,30.63,19
"Rice Imported","Anambra","Ebede Ogbu",3,2010-06-01,4.7,11
"Rice Imported","Anambra","Ebede Ogbu",3,2010-12-01,24.86,19
"Rice Local","Anambra","Ebede Ogbu",3,2010-06-01,3.82,11
"Rice Local","Anambra","Ebede Ogbu",3,2010-12-01,34.71,19
"Sorghum","Anambra","Ebede Ogbu",3,2010-06-01,6.14,11
"Sorghum","Anambra","Ebede Ogbu",3,2010-12-01,55.45,19
"Maize White","Osun","Ebere mkt Ede North LGA",1,2010-06-01,9.23,9
"Maize White","Osun","Ebere mkt Ede North LGA",1,2010-12-01,13.48,17
"Maize Yellow","Osun","Ebere mkt Ede North LGA",1,2010-06-01,10.67,9
"Maize Yellow","Osun","Ebere mkt Ede North LGA",1,2010-12-01,12.99,17
"Sorghum","Osun","Ebere mkt Ede North LGA",1,2010-06-01,13.22,9
"Sorghum","Osun","Ebere mkt Ede North LGA",1,2010-12-01,12.35,17
"Maize White","Imo","Ejekwu Aku",3,2012-06-01,72.9,43
"Maize White","Imo","Ejekwu Aku",3,2012-12-01,18.88,51
"Cement Dangote","Enugu","Eke Agbani-Nkanu-w",3,2010-06-01,2.79,11
"Cement Dangote","Enugu","Eke Agbani-Nkanu-w",3,2010-12-01,2.14,19
"Drink Swan Water Bottle","Enugu","Eke Agbani-Nkanu-w",3,2010-06-01,23.04,11
"Drink Swan Water Bottle","Enugu","Eke Agbani-Nkanu-w",3,2010-12-01,19.77,19
"Maize White","Enugu","Eke Agbani-Nkanu-w",3,2010-06-01,26.87,11
"Maize White","Enugu","Eke Agbani-Nkanu-w",3,2010-12-01,33.04,19
"Maize Yellow","Enugu","Eke Agbani-Nkanu-w",3,2010-06-01,35.25,11
"Maize Yellow","Enugu","Eke Agbani-Nkanu-w",3,2010-12-01,33.34,19
"Rice Imported","Enugu","Eke Agbani-Nkanu-w",3,2010-06-01,9.38,11
"Rice Imported","Enugu","Eke Agbani-Nkanu-w",3,2010-12-01,12.86,19
"Rice Local","Enugu","Eke Agbani-Nkanu-w",3,2010-06-01,21.57,11
"Rice Local","Enugu","Eke Agbani-Nkanu-w",3,2010-12-01,24.97,19
"Sorghum","Enugu","Eke Agbani-Nkanu-w",3,2010-06-01,16.65,11
"Sorghum","Enugu","Eke Agbani-Nkanu-w",3,2010-12-01,17.2,19
"Cement Dangote","Imo","Eke Owerri",3,2010-06-01,4.41,11
"Cement Dangote","Imo","Eke Owerri",3,2010-12-01,3.69,19
"Cement Dangote","Imo","Eke Owerri",3,2011-06-01,7.35,27
"Cement Dangote","Imo","Eke Owerri",3,2011-12-01,7.81,35
"Cement Dangote","Imo","Eke Owerri",3,2012-12-01,34.78,51
"Drink Swan Water Bottle","Imo","Eke Owerri",3,2010-06-01,5.77,11
"Drink Swan Water Bottle","Imo","Eke Owerri",3,2010-12-01,6.42,19
"Drink Swan Water Bottle","Imo","Eke Owerri",3,2011-06-01,8.33,27
"Drink Swan Water Bottle","Imo","Eke Owerri",3,2011-12-01,7.08,35
"Drink Swan Water Bottle","Imo","Eke Owerri",3,2012-12-01,10.5,51
"Maize White","Imo","Eke Owerri",3,2010-06-01,5.69,11
"Maize White","Imo","Eke Owerri",3,2010-12-01,14.85,19
"Maize White","Imo","Eke Owerri",3,2011-06-01,17.74,27
"Maize White","Imo","Eke Owerri",3,2011-12-01,72.67,35
"Maize White","Imo","Eke Owerri",3,2012-06-01,75.34,43
"Maize White","Imo","Eke Owerri",3,2012-12-01,23.12,51
"Maize Yellow","Imo","Eke Owerri",3,2010-06-01,44.69,11
"Maize Yellow","Imo","Eke Owerri",3,2010-12-01,31.77,19
"Maize Yellow","Imo","Eke Owerri",3,2011-06-01,11.35,27
"Maize Yellow","Imo","Eke Owerri",3,2011-12-01,70.82,35
"Maize Yellow","Imo","Eke Owerri",3,2012-06-01,81.62,43
"Maize Yellow","Imo","Eke Owerri",3,2012-12-01,42.96,51
"Rice Imported","Imo","Eke Owerri",3,2010-06-01,20.91,11
"Rice Imported","Imo","Eke Owerri",3,2010-12-01,16.49,19
"Rice Imported","Imo","Eke Owerri",3,2011-06-01,8.74,27
"Rice Imported","Imo","Eke Owerri",3,2012-06-01,60.39,43
"Rice Imported","Imo","Eke Owerri",3,2012-12-01,5,51
"Rice Local","Imo","Eke Owerri",3,2010-06-01,104.44,11
"Rice Local","Imo","Eke Owerri",3,2010-12-01,77.82,19
"Rice Local","Imo","Eke Owerri",3,2011-06-01,31.31,27
"Rice Local","Imo","Eke Owerri",3,2011-12-01,67.53,35
"Rice Local","Imo","Eke Owerri",3,2012-06-01,63.65,43
"Rice Local","Imo","Eke Owerri",3,2012-12-01,7.89,51
"Sorghum","Imo","Eke Owerri",3,2010-06-01,4.57,11
"Sorghum","Imo","Eke Owerri",3,2010-12-01,11.03,19
"Sorghum","Imo","Eke Owerri",3,2011-06-01,12.46,27
"Sorghum","Imo","Eke Owerri",3,2011-12-01,63.03,35
"Sorghum","Imo","Eke Owerri",3,2012-12-01,5.92,51
"Cement Dangote","Enugu","Eke Ozzi-Igbo-Eze-n",3,2009-12-01,0.75,3
"Cement Dangote","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-06-01,2.46,11
"Drink Swan Water Bottle","Enugu","Eke Ozzi-Igbo-Eze-n",3,2009-12-01,7.44,3
"Drink Swan Water Bottle","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-06-01,21.72,11
"Drink Swan Water Bottle","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-12-01,20.13,19
"Maize White","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-06-01,23.65,11
"Maize White","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-12-01,33.83,19
"Maize Yellow","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-06-01,29.99,11
"Maize Yellow","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-12-01,34.77,19
"Rice Imported","Enugu","Eke Ozzi-Igbo-Eze-n",3,2009-12-01,18.22,3
"Rice Imported","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-06-01,9.42,11
"Rice Imported","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-12-01,12.87,19
"Rice Local","Enugu","Eke Ozzi-Igbo-Eze-n",3,2009-12-01,20.36,3
"Rice Local","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-06-01,21.44,11
"Rice Local","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-12-01,24.92,19
"Sorghum","Enugu","Eke Ozzi-Igbo-Eze-n",3,2009-12-01,13.78,3
"Sorghum","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-06-01,15.39,11
"Sorghum","Enugu","Eke Ozzi-Igbo-Eze-n",3,2010-12-01,17.16,19
"Cement Dangote","Ebonyi","Emma Essen Oji Ibiam",3,2010-06-01,5.6,11
"Cement Dangote","Ebonyi","Emma Essen Oji Ibiam",3,2010-12-01,4.46,19
"Cement Dangote","Ekiti","Emure",1,2010-06-01,43.99,9
"Cement Dangote","Ekiti","Emure",1,2010-12-01,34.7,17
"Maize White","Ekiti","Emure",1,2010-06-01,9.12,9
"Maize White","Ekiti","Emure",1,2010-12-01,12.68,17
"Maize Yellow","Ekiti","Emure",1,2010-06-01,10.6,9
"Maize Yellow","Ekiti","Emure",1,2010-12-01,8.2,17
"Rice Imported","Ekiti","Emure",1,2010-06-01,12.33,9
"Rice Imported","Ekiti","Emure",1,2010-12-01,50.62,17
"Rice Local","Ekiti","Emure",1,2010-06-01,34.91,9
"Rice Local","Ekiti","Emure",1,2010-12-01,24.17,17
"Sorghum","Ekiti","Emure",1,2010-06-01,7.9,9
"Sorghum","Ekiti","Emure",1,2010-12-01,14.34,17
"Maize White","Ogun","Engineer Tunji",1,2009-12-01,14.95,1
"Maize White","Ogun","Engineer Tunji",1,2010-06-01,14.85,9
"Maize White","Ogun","Engineer Tunji",1,2010-12-01,18.16,17
"Maize Yellow","Ogun","Engineer Tunji",1,2009-12-01,1.2,1
"Maize Yellow","Ogun","Engineer Tunji",1,2010-06-01,8.67,9
"Maize Yellow","Ogun","Engineer Tunji",1,2010-12-01,16.05,17
"Sorghum","Ogun","Engineer Tunji",1,2010-06-01,39.55,9
"Sorghum","Ogun","Engineer Tunji",1,2010-12-01,27.89,17
"Cement Dangote","Enugu","Enugu",3,2009-12-01,6.24,3
"Cement Dangote","Enugu","Enugu",3,2010-06-01,1.67,11
"Cement Dangote","Enugu","Enugu",3,2010-12-01,7.36,19
"Cement Dangote","Enugu","Enugu",3,2011-06-01,9.64,27
"Cement Dangote","Enugu","Enugu",3,2011-12-01,7.95,35
"Cement Dangote","Enugu","Enugu",3,2012-12-01,5.21,51
"Drink Swan Water Bottle","Enugu","Enugu",3,2009-12-01,14.23,3
"Drink Swan Water Bottle","Enugu","Enugu",3,2010-06-01,16.17,11
"Drink Swan Water Bottle","Enugu","Enugu",3,2010-12-01,9.61,19
"Drink Swan Water Bottle","Enugu","Enugu",3,2011-06-01,11.84,27
"Drink Swan Water Bottle","Enugu","Enugu",3,2011-12-01,11.83,35
"Drink Swan Water Bottle","Enugu","Enugu",3,2012-12-01,8.42,51
"Maize White","Enugu","Enugu",3,2009-12-01,16.84,3
"Maize White","Enugu","Enugu",3,2010-06-01,10.47,11
"Maize White","Enugu","Enugu",3,2010-12-01,35.67,19
"Maize White","Enugu","Enugu",3,2011-06-01,35.25,27
"Maize White","Enugu","Enugu",3,2011-12-01,19.92,35
"Maize White","Enugu","Enugu",3,2012-12-01,18.88,51
"Maize Yellow","Enugu","Enugu",3,2009-12-01,11.31,3
"Maize Yellow","Enugu","Enugu",3,2010-06-01,4.83,11
"Maize Yellow","Enugu","Enugu",3,2010-12-01,62.35,19
"Maize Yellow","Enugu","Enugu",3,2011-06-01,67.27,27
"Maize Yellow","Enugu","Enugu",3,2011-12-01,25.7,35
"Maize Yellow","Enugu","Enugu",3,2012-12-01,15.66,51
"Rice Imported","Enugu","Enugu",3,2009-12-01,10.06,3
"Rice Imported","Enugu","Enugu",3,2010-06-01,4.18,11
"Rice Imported","Enugu","Enugu",3,2010-12-01,30.88,19
"Rice Imported","Enugu","Enugu",3,2011-06-01,31.75,27
"Rice Imported","Enugu","Enugu",3,2011-12-01,36.38,35
"Rice Imported","Enugu","Enugu",3,2012-06-01,37.45,43
"Rice Imported","Enugu","Enugu",3,2012-12-01,14.54,51
"Rice Local","Enugu","Enugu",3,2009-12-01,5.97,3
"Rice Local","Enugu","Enugu",3,2010-06-01,4.28,11
"Rice Local","Enugu","Enugu",3,2010-12-01,32.42,19
"Rice Local","Enugu","Enugu",3,2011-06-01,33.58,27
"Rice Local","Enugu","Enugu",3,2012-12-01,14.78,51
"Sorghum","Enugu","Enugu",3,2009-12-01,19.76,3
"Sorghum","Enugu","Enugu",3,2010-06-01,14.72,11
"Sorghum","Enugu","Enugu",3,2010-12-01,35.06,19
"Sorghum","Enugu","Enugu",3,2011-06-01,58.2,27
"Sorghum","Enugu","Enugu",3,2011-12-01,52.43,35
"Sorghum","Enugu","Enugu",3,2012-12-01,18.56,51
"Cement Dangote","Ebonyi","Ettam Okputumo",3,2010-06-01,5.62,11
"Cement Dangote","Ebonyi","Ettam Okputumo",3,2010-12-01,4.47,19
"Cement Dangote","Ebonyi","Eziga",3,2010-06-01,5.59,11
"Cement Dangote","Ebonyi","Eziga",3,2010-12-01,4.49,19
"Cement Dangote","Ebonyi","Ezzama",3,2009-12-01,2.08,3
"Cement Dangote","Ebonyi","Ezzama",3,2010-06-01,4.99,11
"Cement Dangote","Ebonyi","Ezzama",3,2010-12-01,4.52,19
"Maize White","Ebonyi","Ezzama",3,2010-06-01,13.01,11
"Maize White","Ebonyi","Ezzama",3,2010-12-01,50.92,19
"Cement Dangote","Zamfara","F.G.D Wada-Tsafe",4,2012-12-01,10.68,52
"Drink Swan Water Bottle","Zamfara","F.G.D Wada-Tsafe",4,2010-06-01,25.82,12
"Drink Swan Water Bottle","Zamfara","F.G.D Wada-Tsafe",4,2010-12-01,21.87,20
"Drink Swan Water Bottle","Zamfara","F.G.D Wada-Tsafe",4,2012-12-01,16.25,52
"Maize White","Zamfara","F.G.D Wada-Tsafe",4,2010-06-01,24.13,12
"Maize White","Zamfara","F.G.D Wada-Tsafe",4,2010-12-01,18.46,20
"Maize White","Zamfara","F.G.D Wada-Tsafe",4,2012-12-01,4.53,52
"Maize Yellow","Zamfara","F.G.D Wada-Tsafe",4,2010-06-01,4.37,12
"Maize Yellow","Zamfara","F.G.D Wada-Tsafe",4,2010-12-01,10.57,20
"Maize Yellow","Zamfara","F.G.D Wada-Tsafe",4,2012-12-01,17.77,52
"Rice Imported","Zamfara","F.G.D Wada-Tsafe",4,2010-06-01,5.01,12
"Rice Imported","Zamfara","F.G.D Wada-Tsafe",4,2010-12-01,16.44,20
"Rice Imported","Zamfara","F.G.D Wada-Tsafe",4,2012-12-01,16.78,52
"Rice Local","Zamfara","F.G.D Wada-Tsafe",4,2010-06-01,5.88,12
"Rice Local","Zamfara","F.G.D Wada-Tsafe",4,2010-12-01,7.74,20
"Rice Local","Zamfara","F.G.D Wada-Tsafe",4,2012-12-01,36.96,52
"Sorghum","Zamfara","F.G.D Wada-Tsafe",4,2010-06-01,6.57,12
"Sorghum","Zamfara","F.G.D Wada-Tsafe",4,2010-12-01,11.94,20
"Sorghum","Zamfara","F.G.D Wada-Tsafe",4,2012-12-01,14.55,52
"Maize Yellow","Zamfara","Fada Mamman-Bungudu",4,2010-06-01,4.21,12
"Maize Yellow","Zamfara","Fada Mamman-Bungudu",4,2010-12-01,10.54,20
"Rice Local","Zamfara","Fada Mamman-Bungudu",4,2010-06-01,5.41,12
"Rice Local","Zamfara","Fada Mamman-Bungudu",4,2010-12-01,7.66,20
"Drink Swan Water Bottle","Bauchi","Faggo",6,2010-06-01,37.75,14
"Drink Swan Water Bottle","Bauchi","Faggo",6,2010-12-01,32.64,22
"Maize White","Bauchi","Faggo",6,2010-06-01,20.44,14
"Maize White","Bauchi","Faggo",6,2010-12-01,19.42,22
"Maize Yellow","Bauchi","Faggo",6,2010-06-01,5.47,14
"Maize Yellow","Bauchi","Faggo",6,2010-12-01,21.35,22
"Rice Imported","Bauchi","Faggo",6,2010-06-01,3.83,14
"Rice Imported","Bauchi","Faggo",6,2010-12-01,11.78,22
"Rice Local","Bauchi","Faggo",6,2010-06-01,8.93,14
"Rice Local","Bauchi","Faggo",6,2010-12-01,14.23,22
"Sorghum","Bauchi","Faggo",6,2010-06-01,5.03,14
"Sorghum","Bauchi","Faggo",6,2010-12-01,29.08,22
"Cement Dangote","Abia","Faith Tab.Congregation",3,2010-06-01,4,11
"Cement Dangote","Abia","Faith Tab.Congregation",3,2010-12-01,4.19,19
"Maize White","Jigawa","Farin Dutse",4,2010-06-01,15.29,12
"Maize White","Jigawa","Farin Dutse",4,2010-12-01,15.03,20
"Maize Yellow","Jigawa","Farin Dutse",4,2010-06-01,57.6,12
"Maize Yellow","Jigawa","Farin Dutse",4,2010-12-01,42.44,20
"Rice Imported","Jigawa","Farin Dutse",4,2010-06-01,6.27,12
"Rice Imported","Jigawa","Farin Dutse",4,2010-12-01,8.75,20
"Rice Local","Jigawa","Farin Dutse",4,2010-06-01,4.26,12
"Rice Local","Jigawa","Farin Dutse",4,2010-12-01,9.03,20
"Sorghum","Jigawa","Farin Dutse",4,2010-06-01,12.31,12
"Sorghum","Jigawa","Farin Dutse",4,2010-12-01,31.07,20
"Maize White","Zamfara","Faru",4,2010-06-01,25.59,12
"Maize White","Zamfara","Faru",4,2010-12-01,20.68,20
"Maize Yellow","Zamfara","Faru",4,2010-06-01,13.56,12
"Maize Yellow","Zamfara","Faru",4,2010-12-01,14.45,20
"Rice Local","Zamfara","Faru",4,2010-06-01,5.69,12
"Rice Local","Zamfara","Faru",4,2010-12-01,7.71,20
"Sorghum","Zamfara","Faru",4,2010-06-01,6.51,12
"Sorghum","Zamfara","Faru",4,2010-12-01,11.92,20
"Rice Local","Yobe","Fortori",6,2010-06-01,7.58,14
"Rice Local","Yobe","Fortori",6,2010-12-01,13.13,22
"Sorghum","Yobe","Fortori",6,2009-12-01,19.21,6
"Sorghum","Yobe","Fortori",6,2010-06-01,43.88,14
"Sorghum","Yobe","Fortori",6,2010-12-01,43.26,22
"Cement Dangote","Katsina","Funtua",4,2010-06-01,1.78,12
"Cement Dangote","Katsina","Funtua",4,2010-12-01,2.02,20
"Drink Swan Water Bottle","Katsina","Funtua",4,2010-06-01,16.7,12
"Drink Swan Water Bottle","Katsina","Funtua",4,2010-12-01,28.6,20
"Maize White","Katsina","Funtua",4,2009-12-01,14.84,4
"Maize White","Katsina","Funtua",4,2010-06-01,13.52,12
"Maize White","Katsina","Funtua",4,2010-12-01,14.3,20
"Maize Yellow","Katsina","Funtua",4,2009-12-01,33.7,4
"Maize Yellow","Katsina","Funtua",4,2010-06-01,35.78,12
"Maize Yellow","Katsina","Funtua",4,2010-12-01,21.3,20
"Rice Imported","Katsina","Funtua",4,2009-12-01,8.27,4
"Rice Imported","Katsina","Funtua",4,2010-06-01,14.92,12
"Rice Imported","Katsina","Funtua",4,2010-12-01,13.13,20
"Rice Local","Katsina","Funtua",4,2009-12-01,18.74,4
"Rice Local","Katsina","Funtua",4,2010-06-01,7.15,12
"Rice Local","Katsina","Funtua",4,2010-12-01,10.1,20
"Sorghum","Katsina","Funtua",4,2009-12-01,14.98,4
"Sorghum","Katsina","Funtua",4,2010-06-01,13.08,12
"Sorghum","Katsina","Funtua",4,2010-12-01,6.32,20
"Drink Swan Water Bottle","Bauchi","Futuk",6,2010-06-01,43.66,14
"Drink Swan Water Bottle","Bauchi","Futuk",6,2010-12-01,33.95,22
"Maize White","Bauchi","Futuk",6,2010-06-01,20.33,14
"Maize White","Bauchi","Futuk",6,2010-12-01,19.88,22
"Maize Yellow","Bauchi","Futuk",6,2010-06-01,7.93,14
"Maize Yellow","Bauchi","Futuk",6,2010-12-01,22.03,22
"Sorghum","Bauchi","Futuk",6,2010-06-01,10.43,14
"Sorghum","Bauchi","Futuk",6,2010-12-01,29.81,22
"Cement Dangote","Gombe","G.Hammasayo",6,2010-06-01,10.94,14
"Cement Dangote","Gombe","G.Hammasayo",6,2010-12-01,14.18,22
"Drink Swan Water Bottle","Gombe","G.Hammasayo",6,2010-06-01,18.99,14
"Maize White","Gombe","G.Hammasayo",6,2009-12-01,31.32,6
"Maize White","Gombe","G.Hammasayo",6,2010-06-01,74.12,14
"Maize White","Gombe","G.Hammasayo",6,2010-12-01,70.37,22
"Maize Yellow","Gombe","G.Hammasayo",6,2009-12-01,35.41,6
"Maize Yellow","Gombe","G.Hammasayo",6,2010-06-01,48.06,14
"Maize Yellow","Gombe","G.Hammasayo",6,2010-12-01,59.15,22
"Sorghum","Gombe","G.Hammasayo",6,2009-12-01,20.39,6
"Sorghum","Gombe","G.Hammasayo",6,2010-06-01,100.55,14
"Sorghum","Gombe","G.Hammasayo",6,2010-12-01,98.47,22
"Cement Dangote","Bauchi","G.Maiwile",6,2009-12-01,0.64,6
"Cement Dangote","Bauchi","G.Maiwile",6,2010-06-01,3.26,14
"Cement Dangote","Bauchi","G.Maiwile",6,2010-12-01,32.47,22
"Drink Swan Water Bottle","Bauchi","G.Maiwile",6,2010-06-01,40.55,14
"Drink Swan Water Bottle","Bauchi","G.Maiwile",6,2010-12-01,32.3,22
"Maize White","Bauchi","G.Maiwile",6,2010-06-01,19.3,14
"Maize White","Bauchi","G.Maiwile",6,2010-12-01,19.08,22
"Maize Yellow","Bauchi","G.Maiwile",6,2010-06-01,5.12,14
"Maize Yellow","Bauchi","G.Maiwile",6,2010-12-01,21.35,22
"Rice Imported","Bauchi","G.Maiwile",6,2010-06-01,3.37,14
"Rice Imported","Bauchi","G.Maiwile",6,2010-12-01,11.76,22
"Rice Local","Bauchi","G.Maiwile",6,2010-06-01,10.2,14
"Rice Local","Bauchi","G.Maiwile",6,2010-12-01,14.7,22
"Sorghum","Bauchi","G.Maiwile",6,2010-06-01,21.63,14
"Sorghum","Bauchi","G.Maiwile",6,2010-12-01,32.88,22
"Maize White","Katsina","G.R.A (Jabiri|)",4,2009-12-01,12.94,4
"Maize White","Katsina","G.R.A (Jabiri|)",4,2010-06-01,13.42,12
"Maize White","Katsina","G.R.A (Jabiri|)",4,2010-12-01,16.53,20
"Maize Yellow","Katsina","G.R.A (Jabiri|)",4,2009-12-01,12.47,4
"Maize Yellow","Katsina","G.R.A (Jabiri|)",4,2010-06-01,22.05,12
"Maize Yellow","Katsina","G.R.A (Jabiri|)",4,2010-12-01,26.26,20
"Rice Imported","Katsina","G.R.A (Jabiri|)",4,2010-06-01,12.84,12
"Rice Imported","Katsina","G.R.A (Jabiri|)",4,2010-12-01,25.09,20
"Rice Local","Katsina","G.R.A (Jabiri|)",4,2010-06-01,7.22,12
"Rice Local","Katsina","G.R.A (Jabiri|)",4,2010-12-01,6.55,20
"Sorghum","Katsina","G.R.A (Jabiri|)",4,2009-12-01,48.14,4
"Sorghum","Katsina","G.R.A (Jabiri|)",4,2010-06-01,29.71,12
"Sorghum","Katsina","G.R.A (Jabiri|)",4,2010-12-01,15,20
"Cement Dangote","Gombe","Gadum",6,2010-06-01,12.33,14
"Cement Dangote","Gombe","Gadum",6,2010-12-01,13.81,22
"Drink Swan Water Bottle","Gombe","Gadum",6,2010-06-01,22.21,14
"Drink Swan Water Bottle","Gombe","Gadum",6,2010-12-01,18.07,22
"Maize White","Gombe","Gadum",6,2010-06-01,82.21,14
"Maize White","Gombe","Gadum",6,2010-12-01,67.87,22
"Maize Yellow","Gombe","Gadum",6,2010-06-01,55.86,14
"Maize Yellow","Gombe","Gadum",6,2010-12-01,59.92,22
"Sorghum","Gombe","Gadum",6,2010-06-01,106.48,14
"Sorghum","Gombe","Gadum",6,2010-12-01,92.4,22
"Cement Dangote","Bauchi","Gaima",6,2010-06-01,3.61,14
"Cement Dangote","Bauchi","Gaima",6,2010-12-01,32.48,22
"Drink Swan Water Bottle","Bauchi","Gaima",6,2010-06-01,41.68,14
"Drink Swan Water Bottle","Bauchi","Gaima",6,2010-12-01,32.87,22
"Maize White","Bauchi","Gaima",6,2010-06-01,21.96,14
"Maize White","Bauchi","Gaima",6,2010-12-01,19.34,22
"Maize Yellow","Bauchi","Gaima",6,2010-06-01,7.29,14
"Maize Yellow","Bauchi","Gaima",6,2010-12-01,21.56,22
"Sorghum","Bauchi","Gaima",6,2010-06-01,5.71,14
"Sorghum","Bauchi","Gaima",6,2010-12-01,29.06,22
"Cement Dangote","Borno","Gala Gana",6,2010-06-01,2.56,14
"Cement Dangote","Borno","Gala Gana",6,2010-12-01,7.42,22
"Drink Swan Water Bottle","Borno","Gala Gana",6,2010-06-01,19.2,14
"Drink Swan Water Bottle","Borno","Gala Gana",6,2010-12-01,49.82,22
"Maize White","Borno","Gala Gana",6,2010-06-01,8.35,14
"Maize White","Borno","Gala Gana",6,2010-12-01,42.56,22
"Rice Imported","Borno","Gala Gana",6,2010-06-01,22.82,14
"Rice Imported","Borno","Gala Gana",6,2010-12-01,18.46,22
"Rice Local","Borno","Gala Gana",6,2010-06-01,6.78,14
"Rice Local","Borno","Gala Gana",6,2010-12-01,11.51,22
"Sorghum","Borno","Gala Gana",6,2010-06-01,9.19,14
"Sorghum","Borno","Gala Gana",6,2010-12-01,22.32,22
"Maize White","Kano","Galadima",4,2010-06-01,10.14,12
